                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1739,                 2.5092,                 1.3371,                0.68305,                0.30647,                0.32686,                0.22166,                 1.1353,                 1.6544,                 1.3045,             0.00011326,             0.00011326,             0.00011326
